,context,response,label,explanation
92,"B: 이따가 저녁 뭐 먹을래?
A: 허.. 나 이제 복숭아 밖에 안 먹어. 건강을 위해서야.
B: 복숭아? 그게 맛있어?
A: 너무 달아서 좋아. 특히 차가운 거 맛있어.
B: 그럼 오늘 저녁은 복숭아로 할까? 
A: 좋아. 그럼 드라이브스루 가서 복숭아 하나 사고 올게.
B: 너 운전 어때? 잘 해?
A: 물론이지. 운전 연수 받았는데.","B: 와, 연수 받았다고?? 대단하다. 꼭 F1 레이서 같네.",Sarcasm,"B는 운전 연수를 받았다고 했지만, A는 B가 실제로 잘 운전할 수 있을지 의심스러워하며 그것을 비꼬아 말한다."
93,"B: 오늘 비가 오는군요.
A: 네, 저는 비 오는 날을 좋아해요. 
B: 그런가요? 특별한 이유가 있나요?
A: 아니요, 그냥 비 내리는 소리와 그 향이 좋아서요. 그리고 겨울에는 눈 내리는 향이 좋아서 겨울도 좋아해요.","B: 비와 눈이 좋다니, 저도 처음 들어보네요.",Non-Sarcasm,"이 대화는 감정과 취향에 대한 직접적인 표현이 이루어지고 있어 비꼼이나 풍자가 없고, 상대방의 의견에 대해 진지한 질문과 대답이 오가고 있다. A의 대답은 개인적인 감상에 기반하고 있으며, B도 이에 대해 진지하게 반응하고 있다."
94,"B: 유기 동물 문제에 대해서 어떻게 생각하시나요?
A: 그것은 정말 마음이 아픈 문제입니다. 저희도 최대한 도와주고 싶습니다.
B: 저희 회사에서는 유기 동물 지원 단체에 기부를 고려하고 있습니다.
A: 그렇군요. 저희가 어떻게 기부를 할 수 있는지 알려주실 수 있으신가요?
B: 물론입니다. 기부 방법은 웹사이트를 통해 확인하실 수 있습니다.","A: 웹사이트라니, 이 세상에 참 신기한 것들이 많네요.",Sarcasm,"상대방이 유기 동물 문제에 대해 도와주고 싶다며 적극적인 반응을 보였지만, 기부 방법을 묻는 것으로 보아 실제로는 관심이 없어 보인다. 이를 통해 비꼬아 응답한다."
95,"A: 여름이면 무엇이 가장 생각나십니까?
B: 저는 역시 삼계탕이 생각납니다. 힘들 때 한 그릇씩 먹으면 정말 시원하더군요.
A: 저도 그렇게 생각합니다. 근데 삼계탕을 집에서 만들어 보신 적 있으십니까?
B: 아니요, 너무 복잡해서 시도해 본 적은 없습니다.","A: 아, 그렇군요. 여유를 즐기시는 분이시군요.",Sarcasm,"B가 삼계탕을 만드는 것이 복잡해서 시도해 본 적이 없다고 말했을 때, 실제로는 복잡한 일을 하기 싫어하는 상대방의 모습을 긍정적인 휴식을 즐기는 것처럼 비꼬아 말한다."
96,"B: 최근에 군대에서 핸드폰 사용 가능성에 대한 논의가 이루어지고 있던데요, 어떻게 생각하세요?
A: 저는 그것이 군 생활의 효율성을 높일 수 있다고 생각합니다.
B: 그럼, 전투 상황이나 긴급한 상황에서도 핸드폰을 사용하도록 허용하실 건가요?
A: 그런 경우에는 핸드폰 사용을 제한하면 될 것 같습니다.","B: 아, 그럼 전투 중에도 핸드폰을 쓰지 못하게 하는 마법 같은 기술이 있는 건가요?",Sarcasm,"실제로는 그런 상황이 발생했을 때 핸드폰 사용을 어떻게 제한할 수 있을지가 불명확하지만, 이를 쉽게 해결할 수 있다고 말하는 상대방의 주장을 비꼬아 말한다."
97,"A: 좋아하는 계절이 있으신가요?
B: 네, 저는 가을을 좋아합니다. 공기도 맑고 산책하기 좋아서요.
A: 저는 겨울이 좋습니다. 눈이 내리면 세상이 하얗게 변하는 게 정말 아름답다고 생각합니다.
B: 그런데 눈이 많이 오면 길이 미끄러워져서 다니기가 힘들지 않나요?",A: 그게 바로 겨울의 매력이죠. 미끄러운 길을 조심하며 걷는 재미가 있으니까요.,Sarcasm,"A가 겨울을 좋아하고 눈이 오는 것을 아름답게 생각하는 것에 반해, 실제로 눈이 오면 길이 미끄러워져 다니기 어렵다는 B의 말에 대해 긍정적인 상황을 부정적으로 비꼬아 말한다."
98,"B: 우리 사무실 환경이 좋다고 생각하시나요?
A: 사실 솔직히 말씀드리면, 제가 이전에 근무하던 곳보다는 좋지 않아요.
B: 그렇군요. 어떤 부분이 불편하신가요?
A: 솔직히 말하면, 사무실이 너무 시끄러워서 집중을 하기가 어렵습니다.",B: 그래서 우리 사무실이 생기 넘치는 것이 아닌가요?,Sarcasm,"B가 시끄러운 사무실 환경 때문에 집중하기 어렵다는 말에 대해, 실제로는 부정적인 상황인데 이를 긍정적인 방향으로 비꼬아 말한다."
99,"B: 우리 남편이 의무 소방인 거 알고 계셨어요?
A: 아니요, 전혀 몰랐습니다. 그렇게 위험한 일을 하시다니 대단하시네요.
B: 네, 매일 불이 난 집을 끄러 다니니까 정말 위험하죠.
A: 그럼 불길 속으로 들어가서 사람을 구하거나 하는 일도 하시는 건가요?
B: 네, 그런 일도 합니다. 정말 무서워서 매일 걱정이에요.","A: 아, 그럼 매일매일 스릴 넘치는 생활을 즐기시겠네요.",Sarcasm,"소방관이라는 위험한 직업을 가진 남편 때문에 매일 걱정된다는 A의 말에 실제로는 부정적인 상황인데, 이 상황을 긍정적인 방향으로 비꼬아 말한다."
100,"A: 저녁 뭐 먹을래?
B: 아무거나 좋아. 내가 골라도 돼?
A: 그래, 네가 골라봐. 
B: 그럼 나중에 밥 먹고 영화관에서 겨울 왕국 2 보자.","A: 아, 오랜만에 좋은 아이디어 냈네.",Non-Sarcasm,"이 대화는 상대방의 제안에 긍정적으로 반응하면서 칭찬하는 내용이 포함되어 있어 진지한 의사소통으로 보인다. 또한, 비꼬는 tone 없이 자연스럽게 의견을 주고받고 있다."
101,"A: 최근에 어디 여행 가셨어요?
B: 첫 해외여행으로 일본에 갔습니다.
A: 일본은 어떠셨나요?",B: 일본은 제 인생 최고의 여행지였습니다. 매우 만족스러웠습니다.,Non-Sarcasm,이 대화는 두 사람 간의 여행 경험에 대한 진지한 질문과 대답으로 구성되어 있어서 비꼼이나 풍자를 포함하지 않는다. B는 일본 여행에 대한 긍정적인 감정을 진솔하게 표현했다.
102,"B: 저녁으로 무엇을 드셨나요?
A: 저는 집에서 짜장면을 만들어 먹었습니다. 당근과 양파를 넣고 특별히 만들었어요.
B: 그러셨군요. 집에서 짜장면을 만들다니 참 대단하시네요. 제가 요리를 잘 못해서 부럽습니다.
A: 감사합니다. 그런데 아까 호박고구마와 밤고구마 중에 뭐가 더 좋아하시나요?",B: 저는 호박고구마가 더 좋아요. 달달하고 부드러워서 맛있으니까요.,Non-Sarcasm,이 대화는 서로의 요리 경험과 취향에 대해 진지하게 의견을 나누고 있어 비꼬거나 풍자하는 기법이 사용되지 않았다. 따라서 상대방의 요리에 대한 칭찬과 개인적인 선호도를 존중하는 직접적인 소통이 이루어졌다.
103,"A: 도시 여행 어때? 좋아하니?
B: 아니, 너무 시끄럽고 사람도 많아서 별로야.
A: 그럼 왜 여행을 가니? 자연을 좋아하니?
B: 그런 것도 아닌데 그냥 편하게 쉴 수 있는 곳이면 어디든 좋아.","A: 아, 그럼 네가 갈만한 곳 알아. 사막이나 북극 같은 곳 어때?",Sarcasm,"상대방이 도시와 자연 양쪽 모두를 부정하며, 편하게 쉴 수 있는 곳이라면 어디든 좋다고 했을 때, 이를 고립된 곳으로 비꼬아 말한다."
104,"B: 저 얼리버드에 있는 그 제품 어떤가요?
A: 어떤 제품 말씀하시는지요?
B: 그, 가격이 좀 비싼 그 제품요. 200만 원가량 나가는...
A: 아, 그 제품 말씀이시군요. 사용 후기는 굉장히 좋던데, 혹시 구매를 고려 중이신가요?
B: 네, 비록 가격이 좀 세지만 사용 후기가 좋아서 고민 중입니다.","A: 아, 너무나도 훌륭하십니다. 고가의 제품을 손쉽게 구매하시다니...",Sarcasm,A의 마지막 말에 B가 높은 가격에도 불구하고 A가 그 제품을 사려고 한다는 것을 상황이 안 좋은 것처럼 표현하여 비꼬아 말한다.
105,"A: 요즘 취미 생활로 무얼 하고 계시나요?
B: 제가 최근에 식물을 키우는 것에 관심이 생겨서 몇 가지를 사서 집에 두고 있어요.
A: 그런데 식물들이 좀 힘들어 보이네요. 물을 잘 주고 계시나요?
B: 아... 사실 잘 몰라서 그런지 식물들이 자꾸 죽어버리더라고요.","A: 그런 걸 보면, 당신은 식물들에게 편안한 천국을 만들어주시는 분이시군요.",Sarcasm,"식물들이 자꾸 죽어버린다는 B의 말에 대해, B가 식물들에게 자비를 베푸는 것처럼 비꼬아 말한다."
106,"A: 여행 가고 싶은 곳이 어디인가요?
B: 유럽에 가보고 싶어요. 그곳의 역사와 문화를 직접 체험해 보고 싶습니다.
A: 그럼 혼자 여행하실 생각이세요, 아니면 누군가와 함께 가실 계획이세요?
B: 사실 혼자 가보고 싶습니다. 자유롭게 여행하면서 다양한 경험을 해보고 싶어요.","A: 혼자서 유럽여행, 대단하시네요. 어디서부터 시작할 예정이세요?",Sarcasm,"B가 혼자서 여행하면서 다양한 경험을 하고 싶다는 말에, 그것이 쉽지 않을 것이라는 의미를 더하면서 놀라움을 표현하는 것처럼 비꼬아 말한다."
107,"A: 저녁에 좋아하는 주류는 어떤 것이 있으신가요?
B: 저는 맥주보다는 칵테일을 선호합니다. 좀 더 다양한 맛을 즐길 수 있어서요.
A: 아, 그렇군요. 그럼 주량은 어느 정도이신가요?
B: 아무래도 술은 제 몸에 안 좋으니까, 하루에 한 병만 마시려고 노력합니다.","A: 아, 그렇군요. 정말 건강을 위해 잘 조절하시는군요.",Sarcasm,"B가 매일 한 병씩 마시는 것을 건강에 좋지 않다며 적당히 마신다고 표현했지만, 사실상 매일 술을 마시는 것은 건강에 좋지 않다. 이를 긍정적인 방향으로 비꼬아 말한다."
108,"B: 요즘 햇빛 때문에 옷이 많이 바래지 않으세요?
A: 아니요, 바람 것 같아서 암막 커튼을 구입할 계획이에요.
B: 그럼 벌써 구매하셨나요?
A: 아니요, 아직입니다. ",B: 정말 빠른 결정력이시네요.,Sarcasm,아직 암막 커튼을 구매하지 않은 상대방의 행동을 빠르게 진행하는 것처럼 비꼬아 말한다.
109,"A: 대구 여행 가면 어디를 가봐야 할까?
B: 뭐, 팔공산 가보는 건 어때? 풍경이 꽤 멋있어.
A: 팔공산 좋지. 거기 말고도 좋은 곳 있을까?
B: 아니, 대구에 뭐가 있겠어. 굳이 다른 곳을 찾을 필요 있어?","A: 아니, 대구가 워낙에 볼 거리가 많으니까 선택하기가 어렵잖아.",Sarcasm,"B의 말이 대구에 볼거리가 없다는 부정적인 의미를 내포하고 있는데, 이를 긍정적으로 비꼬아서 말한다."
110,"B: 요리를 좋아하시나요?
A: 네, 즉흥적으로 만드는 요리는 꽤 재미있어요.
B: 베이킹도 해보셨나요?
A: 고등학교 때 마지막으로 했던 것 같아요.
B: 그럼, 그 후로 베이킹에 대한 관심이 없으셨던 건가요?
A: 그렇지 않아요. 사실 크림치즈를 발라먹으려다가 곰팡이 때문에 다른 요리를 만들게 됐어요.",B: 그래서 당신은 결국 곰팡이의 힘을 빌려 새로운 요리를 창조하게 되었군요.,Sarcasm,"B가 크림치즈를 발라먹으려다가 곰팡이 때문에 다른 요리를 만들게 됐다는 상황을 긍정적인 측면에서 본다면, 그는 곰팡이 덕분에 새로운 요리를 만들게 된 것이다."
111,"A: 저기요, 여기는 회원 인증이 복잡한가요?
B: 네, 회원 인증은 좀 복잡하긴 해요. 트위터 계정을 통해 가입하시고 인증 과정을 거쳐야 해요.
A: 트위터 계정으로 가입하는 것이 불편하네요.
B: 그렇지만 이런 복잡한 인증 과정을 거치면서 카페의 질을 유지할 수 있어요.","A: 아, 그래서 이 카페의 퀄리티가 이 정도였군요.",Non-Sarcasm,"대화에서 A는 B의 설명에 대해 직접적으로 이해하고 긍정적으로 반응했으며, 비꼬는 톤이 없었다. B의 대답도 진지한 정보 제공으로 이어져 서로의 의사소통이 평범하고 직접적이었다."
112,"A: 나 오늘 코로나 백신 맞았어.
B: 아, 잘 맞았어? 부작용은 없어?
A: 그건 아직 모르겠고, 재미있는 메시지가 왔어. '백신 맞은 후에 아빠에게 전화하라'라는 거야.",B: 그게 뭐야? 왜 아빠한테 전화해야 해?,Non-Sarcasm,"이 대화는 상대방의 경험에 대해 진지하게 질문하고 있는 모습을 보여주며, 백신 접종 이후의 상황을 진지하게 나누고 있다. B는 A의 메시지를 진지하게 궁금해하고 있기 때문에 비꼬거나 풍자의 요소가 없다."
113,"A: 최근에 어떤 간식을 자주 드시나요?
B: 그런데 저는 꼬마김밥을 자주 먹었는데 코로나 때문에 이제는 못 먹게 되었어요.
A: 그렇군요. 아무래도 많은 사람들이 한 번에 만져서 먹는 꼬마김밥은 위험할 수 있겠어요.
B: 네 그래서 이제는 간편하게 먹을 수 있는 꼬마김밥을 못 먹게 되어 아쉽습니다.",A: 그러면 더 건강해질 기회가 생긴 거 아닐까요?,Sarcasm,길에서 간편하게 먹을 수 없게 되어 아쉽다는 상대방의 말에 대해 이 상황이 오히려 건강에 이롭다는 방향으로 비꼬아 말한다.
114,"B: 저희 수업 어떻게 참여하고 계시나요?
A: 네, 저는 마음을 가다듬기 위해 주므로 함께 절하시는 수업에 참여하고 있습니다.
B: 그러면 일상생활에서 마음의 평화를 느끼실 수 있겠네요.
A: 그런데 솔직히 말씀드리면, 수업 중에 아이들 소리 나 집안일 때문에 집중이 잘 안돼서 좀 힘들어요.",B: 그런 힘든 상황이야말로 진정한 마음 수련의 기회가 되지 않을까요?,Non-Sarcasm,"이 대화는 A가 자신의 어려운 상황을 솔직하게 털어놓고 B가 이에 공감하며 긍정적인 해석을 제시하기 때문에 진지하고 직접적인 의사소통이다. 또한, 두 사람 간의 대화에서 비꼬거나 풍자하는 요소가 없고 서로의 감정을 존중하는 모습이 보인다."
115,"B: 요즘 어떻게 지내?
A: 그냥 그래. 요즘 계속 몸이 뜨거워서.
B: 뭐야, 병원에 가봤어?","A: 아직 안 갔는데, 아마 무슨 열인 것 같아.",Non-Sarcasm,"이 대화는 상대방이 A의 건강 상태를 걱정하며 병원 방문을 권유하는 진지한 질문을 하고, A가 자신의 불편함을 솔직하게 표현하는 내용이기 때문에 비꼬거나 풍자하는 요소가 없다."
116,"A: 대학원 생활은 어떻게 진행되고 있나요?
B: 아주 바쁘네요. 연구하고, 세미나 참석하고, 논문 쓰고, 가르치는 일도 하고 있습니다.
A: 그렇군요, 대학원생의 삶은 정말 복잡하네요. 하루에도 얼마나 많은 일을 처리하나요?
B: 저는 하루에도 10가지 일을 동시에 처리해야 하는 것 같아요.",A: 그럼 당신은 진짜로 만능이군요!,Sarcasm,"B가 많은 일을 처리해야 한다는 것을 얘기한 상황에서, 실제로는 부정적인 상황인데, 이 상황을 긍정적인 방향으로 비꼬아 말한다."
117,"A: 작년에 비해 올해의 가을이 조금 빨리 찾아온 것 같습니다. 
B: 그렇습니다. 작년보다 더 빨리 추워지는 것 같아요. 
A: 네, 그래서 가을을 충분히 즐기지 못한 것 같아 아쉽습니다. 
B: 저도 그렇습니다. 가을이 짧아져서 좀 슬프네요.",A: 짧아진 가을 덕분에 겨울옷을 더 일찍 입을 수 있게 되었네요.,Sarcasm,"B의 말에 대해 실제로는 부정적인 상황인데, 이를 긍정적으로 해석하여 반대로 비꼬아 말한다."
118,"B: 와, 너 또 뭐 하는 거야? 이렇게 늦게까지 뭐 하고 있어?
A: 아, 공부하고 있어.
B: 공부? 왜 이렇게 늦게까지?",A: 시험이 있어서야. 그래서 공부하고 있는 거야.,Non-Sarcasm,이 대화는 A가 시험 때문에 늦게까지 공부하고 있다고 직접적으로 설명하고 있어 진지한 의사소통이다. B의 질문 또한 A의 상황을 이해하고자 하는 진솔한 관심을 나타낸다.
119,"A: 요즘에 좋은 영화 많이 보셨나요?
B: 아니요, 사실 별로 보지 못했어요. 
A: 어떤 이유 때문인가요? 시간이 없으신 건가요?
B: 그것도 있지만, 요즘 영화 품질이 많이 떨어지는 것 같아서요. 게다가 가격도 너무 비싸고...","A: 아, 그럼 우리나라의 경제를 살리는 데 큰 도움이 되겠네요.",Sarcasm,"B의 말은 실제로는 부정적인 상황인데, 이 상황을 긍정적인 방향으로 비꼬아 말한다."
120,"B: 저번에 언급하셨던 자매 육회 집 가보셨나요?
A: 아, 네. 얼마 전에 가봤습니다.
B: 어떠셨나요? 음식은 괜찮으셨나요?
A: 맛은 괜찮았지만 가격이 좀 비쌌습니다. 그리고 광장시장에서 먹었던 육회가 더 맛있었습니다.",B: 그럼 다음에는 광장시장으로 고급 식사를 하러 가봐야겠군요.,Sarcasm,"B가 광장시장에서 먹었던 육회가 더 맛있었다는 마지막 말에, 실제로는 자매 육회 집에서의 경험이 그리 좋지 않았음에도 불구하고, 그것을 상급 음식점에서의 좋은 경험이었다고 비꼬아 말한다."
121,"B: 요즘은 집에만 있어?
A: 응, 코로나 때문에 실외 활동이 힘들어.
B: 그래서 집에서 뭐하고 시간을 보내는데?
A: 나 사실 그냥 게임하면서 빈둥거리는 게 좋아.","B: 오, 게임도 이렇게 바쁜 일이었군.",Sarcasm,상대방이 집에서 게임하며 시간을 보내는 것을 긍정적으로 바쁜 것처럼 비꼬아 말한다.
122,"B: 친구들 초대해서 밥을 해먹으려는데 밥솥도 없고 얼리는 용기도 없어.
A: 아니 그럼 어떻게 밥을 해먹으려고?
B: 나도 그래서 고민 중이야. 밥솥과 얼리는 용기를 새로 사야 하나 싶어.
A: 어휴... 너 그럼 진짜로 밥솥이랑 용기를 새로 사려고?","B: 응, 요리를 해보려니까 정말 재미있겠더라고.",Sarcasm,"B는 A가 식사 준비를 위해 밥솥과 용기를 사려고 고민하는 것이 어이없어서 이를 부정적인 상황으로 보지만, 이를 긍정적인 방향으로 비꼬아 말한다."
123,"A: 써머쓰비라는 음식을 들어보셨나요?
B: 네, 그게 맛있다는 소문을 들었는데요.
A: 그렇습니다. 써머쓰비는 중국의 전통적인 수프 요리인데요, 주로 더운 여름에 시원하게 즐기는 음식이랍니다.
B: 그런 음식이 있다니 참 신기하네요. 그런데 이걸 칭따오와 함께 먹는다고 들었어요.
A: 네, 맞습니다. 칭따오는 중국의 대표적인 맥주인데요, 써머쓰비와 잘 어울립니다. 
B: 아하, 칭따오와 써머쓰비를 같이 먹으면 더욱 풍미가 있겠군요. 근데 칭따오 맥주, 독특한 맛이 있나요?","A: 네, 칭따오는 정말 독특해요. 그냥 맥주 같아요.",Sarcasm,"칭따오 맥주의 맛이 독특하다고 했을 때, 사실은 평범한 맛인데도 불구하고 이를 특별한 것처럼 비꼬아 말한다."
124,"B: 최근에 쇼핑 많이 하셨나요?
A: 응, 옷이랑 가방 몇 개 샀어.
B: 좋아하시는 것 같네요. 배송된 상품을 받는 것도 행복하겠어요.
A: 아니야, 배송되면 박스를 여는 것도 귀찮아. 그냥 쇼핑하는 게 재밌어서 하는 거야.","B: 아, 그래요? 그런 '재미'를 나도 한번 느껴봐야겠네요.",Non-Sarcasm,이 대화에서 A는 쇼핑의 즐거움에 대해 구체적으로 설명하며 자신의 감정을 솔직하게 표현했다. B는 A의 말에 진지하게 반응하고 공감하는 방식으로 대화를 이어갔기 때문에 비꼬거나 풍자하는 내용이 아니다.
125,"A: 야, 오늘 근로학생이 어디 갔어?
B: 아, 그 사람 뭐 지각도 많고 그래서 일주일 정도 쉬게 했어.
A: 그럼 너 혼자서 다 해야겠네. 너무 힘들지 않아?
B: 그러게 말이야, 한 사람분의 일을 더 맡게 돼서 힘들긴 해.",A: 이거야말로 실력을 보여줄 수 있는 기회잖아.,Sarcasm,"실제로는 힘든 상황인데, 이 상황을 좋은 기회로 비꼬아 말한다."
126,"A: 요즘 책 읽으시는 거 있으세요?
B: 아니요, 요즘에는 좀 책에 대한 흥미가 없어져서요.
A: 그럼 좀 흥미로운 주제의 책을 찾아보시는 건 어떨까요? 
B: 그래요, 비혼 주의에 대한 책을 한 번 찾아볼까 생각 중이에요.","A: 아, 그럼 확실히 신선한 주제를 선택하셨군요.",Non-Sarcasm,"이 대화는 상대방의 의견에 대해 긍정적이고 진지한 반응을 보이는 형태로 진행되어, 비꼬거나 풍자하는 요소가 없이 건설적인 제안을 주고받고 있다. B가 흥미로운 주제를 찾겠다고 하자 A가 그 선택을 긍정적으로 받아들이므로 진정한 의사소통이 이루어졌다."
127,"B: 최근에 무슨 예능 프로그램을 보셨나요?
A: '슬의 생'과 관련된 예능 프로그램을 좋아해서 자주 보는 편입니다.
B: '슬의 생'에 대한 예능 프로그램이 그렇게 많나요?
A: 네, 정말 다양한 예능에서 '슬의 생' 캐릭터들이 출연해서 재미있더라고요. 
B: 아, 그렇군요. 그 외에 다른 프로그램은 보지 않으세요?",A: 지금은 올림픽 시즌이라 올림픽 관련 예능도 많이 보고 있어요.,Non-Sarcasm,"이 대화는 상대방이 최근 본 예능 프로그램에 대해 질문하고 A가 자신의 취향을 진지하게 설명하며, 그에 대한 대화를 이어가는 형태이기 때문에 비꼼이나 풍자가 아닙니다. A는 자신의 관심사에 대해 솔직하게 이야기하고 있으며, 대화의 흐름이 자연스럽기 때문입니다."
128,"B: 요즘 '피고인' 드라마 재밌게 보고 계시나요?
A: 응. 지금까지 본 드라마 중에서 제일 재밌는 드라마야.
B: 그럼 출연진도 다 좋아하시나요?","A: 아니, 그건 아니야. 전혀 좋아하지 않아.",Non-Sarcasm,이 대화에서는 A가 B의 질문에 대해 솔직하게 자신의 의견을 표현했기 때문에 비꼬거나 풍자하는 것이 아니다. 대화의 내용이 서로의 생각과 느낌에 대해 진지하게 전달되고 있다.
129,"B: 오빠는 평소에 어떤 음식을 좋아하세요?
A: 아, 그런 거는 잘 모르겠어요. 그냥 배가 고프면 뭐든지 먹는 편이에요.
B: 그럼 특별히 싫어하는 음식이라도 있나요?",A: 특별히 싫어하는 음식도 없어요. 먹는 것 자체에 크게 흥미가 없거든요.,Non-Sarcasm,"이 대화는 A가 자신의 식습관과 선호에 대해 솔직하게 이야기하고 있어 비꼬거나 풍자하는 느낌이 전혀 없고, 진지한 의사소통으로 보인다. A의 답변은 음식에 대한 개인적인 의견을 직접적으로 표현하고 있다."
130,"B: 이번 가을 날씨가 어떻게 보이세요?
A: 아무래도 지금 장마가 찾아와서 많이 흐리고 우중충하네요.
B: 그래도 사계절이 변화하는 것을 느낄 수 있어서 좋습니다.",A: 사실 제가 비 오는 날을 그리 좋아하진 않아요. 차라리 눈이 오는 겨울이 좋아요.,Non-Sarcasm,"이 대화는 각자의 날씨에 대한 진지한 의견을 나누고 있으며, 상대방의 긍정적인 관점에 대해 A가 자신의 취향을 솔직하게 표현하고 있기 때문입니다. 따라서 비꼬거나 풍자하는 대신 진정한 감정을 전달하고 있다."
131,"A: 최근에 본 영화 중에 특히 인상 깊었던 작품이 있으신가요?
B: 아마 '라라랜드'일 거예요. 노래도 좋고 스토리도 너무 인상 깊었어요.
A: 저도 그 영화 정말 좋아합니다. 특히 OST가 마음에 들었어요.
B: 네, 저도 그렇습니다. 코로나 때문에 영화관에서 직접 보지 못한 게 아쉽네요.",A: 그럴수록 집에서 영화 보는 맛이 있잖아요.,Sarcasm,"실제로는 코로나 때문에 영화관을 가지 못하는 것이 아쉽지만, 이를 반대로 긍정적으로 해석하여 영화를 집에서 보는 것이 더 좋다는 의미를 내포하고 있는 비꼬는 말을 합니다."
132,"B: 나, 최근에 새로운 피아노곡을 작곡했어.
A: 정말? 그런 능력이 있었으면서 왜 이제야 말해?
B: 아냐, 그냥 혼자 알고 있을까 하다가 너에게 자랑하고 싶어서 말한 거야.
A: 자랑스러워. 나중에 우리 애들도 잘 키우자.","B: 아, 우리가 이미 세상에서 가장 완벽한 부모인 것 같네.",Sarcasm,"B가 A에게 ""우리 애들도 잘 키우자""라고 말하면서 이미 아이들을 잘 키울 것 같다는 느낌을 주는데, 이에 대해 A가 비꼬아서 응답한다. "
133,"B: 최근에 건강이나 체중 관리를 하시는군요?
A: 네, 그렇습니다. 저녁으로 고구마를 먹고 운동 계획을 세우려고 합니다.
B: 아주 좋은 계획인 것 같습니다. 고구마는 특히나 다이어트에 좋다고 들었습니다.","A: 맞습니다, 하지만 사실 고구마를 좋아하지는 않아서 어렵긴 합니다.",Non-Sarcasm,이 대화는 A가 고구마를 건강식으로 선택했지만 좋아하지 않아 어려운 점을 진지하게 표현하고 있기 때문에 비꼼이나 풍자가 없다. 상황에 대한 솔직한 감정을 나누고 있어 진정한 의사소통으로 볼 수 있다.
134,"B: 요즘 식사로 무엇을 주로 드시나요?
A: 제가 원래는 라면 같은 면 요리를 좋아했는데, 요즘에는 그 맛이 변한 것 같아요.
B: 아, 그렇군요. 그럼 대신에 어떤 음식을 선호하시게 되었나요?
A: 한식을 더 많이 먹게 된 것 같아요. 특히 밥 반찬류가 정말 좋습니다.","B: 오, 그러니까 이제 한식을 좋아하시게 된 건가요? 정말로 놀라운 일이네요.",Sarcasm,"B의 한식 선호도 증가에 대한 말을 듣고, A가 이를 놀라운 것처럼 가장 비꼬아 말한다."
135,"B: 요즘 가게 장사는 잘 되나요?
A: 아뇨, 잘 안되고 있어요. 그래서 이번에 큰 할인 이벤트를 준비했습니다.
B: 그렇군요, 뭐라고 할인하는 건가요?
A: 제품 하나 사면 덤으로 하나 더 주는 건데, 가격은 깎아서 엄청 낮게 해놨어요.","B: 오, 그러면 거의 공짜로 주는 꼴이네.",Non-Sarcasm,이 대화는 A가 할인 이벤트를 진지하게 설명하고 B가 이에 대해 긍정적인 반응을 보이기 때문에 비꼬거나 풍자가 아닌 진정한 의사소통이다. B는 A의 할인 제안을 듣고 기뻐하는 모습이 나타난다.
136,"A: 장교님, 제가 알기론 귀하께서는 탱크 조종 경험도 있으신 것 같던데요?
B: 네, 그렇습니다. 제가 병과 중에서 탱크 지휘와 조종을 담당했습니다.
A: 아, 그러시군요. 그럼 포반장이신 분과도 함께 하셨나요?","B: 네, 맞습니다. 포반장과도 많이 협력해 보았습니다.",Non-Sarcasm,"이 대화는 두 사람이 서로의 경험과 역할에 대해 구체적으로 질문하고 답변하는 형태로 진행되며, 진지하고 명확한 의사소통을 하고 있어서 비꼬거나 풍자하는 것이 아니다. 각자의 직무에 대한 정보 공유를 통해 서로의 이해를 돕고 있다."
137,"A: 최근에 무슨 게임을 즐기시나요?
B: 요즘 유튜브에서 게임 관련 콘텐츠가 인기 있더군요. 그래서 말랑말랑 개그 게임과 폴가이즈 게임을 추천드립니다.
A: 아, 그 두 게임은 협동 콘텐츠와 소통이 중요하다고 들었어요. 그런데 저는 사람들과 소통하는 것이 어려워서...
B: 그렇다면, 혼자서 즐길 수 있는 게임을 찾아보는 것도 좋을 것 같네요.","A: 아, 그럼 저 혼자서도 협동 콘텐츠를 즐길 수 있겠군요.",Non-Sarcasm,이 대화는 상대방이 진지하게 게임 추천을 하고 A가 자신의 어려움을 솔직하게 표현하는 등 서로의 의견을 교환하며 문제를 해결하려고 하기 때문에 non-sarcasm이다. 대화의 전개가 진지한 주제를 다루고 있어 비꼬거나 풍자하지 않는다.
138,"B: 강아지 간식 어떤 걸로 사야 할까?
A: 아, 그거 알아. 고기 맛 간식이 제일 좋대. 내가 찾아본 거야.
B: 그래? 좋은 정보네. 아 그리고 발톱 깎기도 해줘야 하는데, 어떻게 하지?
A: 그거는 내가 한 번도 안 해봐서 잘 모르겠어.","B: 아, 정말? 다행이네, 우리 강아지 발톱이 무한정 자라는 거였으면 어쩔 뻔했어.",Sarcasm,"발톱 깎기를 한 번도 안 해본 상대방의 말에 실제로는 부정적인 상황인데, 이 상황을 긍정적인 방향으로 비꼬아 말한다."
