context,response,label,explanation
제품의 악취에 대한 강한 불만 리뷰,"이 냄새는 정말 '특별한 향'이네요, 2주 동안 나를 괴롭히다니!",Sarcasm,‘특별한 향’이라는 표현을 사용하여 제품의 악취를 비꼬는 방식으로 풍자적인 요소가 포함되어 있습니다.
제품의 악취에 대한 강한 불만 리뷰,제품에서 나는 냄새가 너무 심해서 2주가 지나도 없어지지 않아 불편합니다. 이로 인해 머리가 아파서 잠을 잘 수가 없습니다.,Non-Sarcasm,"냄새가 심해 불편함을 겪고 있다는 사실을 직접적으로 전달하고 있으며, 과장된 표현 없이 현실적인 불만을 표현하고 있기 때문에 풍자가 아닙니다."
소화 문제로 인한 제품에 대한 부정적인 리뷰,이 제품 덕분에 소화불량이라는 새로운 경험을 했네요!,Sarcasm,소화불량을 '새로운 경험'이라고 표현하여 제품의 문제점을 비꼬고 있기 때문에 풍자입니다.
소화 문제로 인한 제품에 대한 부정적인 리뷰,이 제품은 다른 제품보다 소화가 잘 되지 않아 만족스럽지 않습니다.,Non-Sarcasm,"소화가 잘 되지 않는다는 점을 직접적으로 표현하고 있으며, 비꼬는 표현 없이 문제를 사실적으로 전달하고 있기 때문에 풍자가 아닙니다."
물티슈 용량에 따른 제약 사항에 대한 불만,"이제 물티슈도 다이어트가 필요하네요, 70매 이상은 안 된다니!",Sarcasm,"물티슈의 용량 제한을 '다이어트'에 빗대어 과장되게 표현하며, 제약 사항을 비꼬고 있기 때문에 풍자입니다."
물티슈 용량에 따른 제약 사항에 대한 불만,70매 이하의 물티슈만 사용할 수 있다는 제약이 있습니다.,Non-Sarcasm,"물티슈 용량에 대한 제한 사항을 사실 그대로 전달하고 있으며, 비꼬거나 과장된 표현 없이 정보를 제공하고 있기 때문에 풍자가 아닙니다."
14k 골드핀 피어싱의 품질에 대한 고객 불만 리뷰,"14k 골드핀이라니, 금이 아니라 철로 만든 것 같아요!",Sarcasm,‘14k 골드핀’이라는 표현을 비꼬며 실제로는 품질이 낮다는 점을 강조하여 풍자적인 느낌을 주고 있습니다.
14k 골드핀 피어싱의 품질에 대한 고객 불만 리뷰,"14k 골드핀이라고 믿고 구매했지만, 색이 변하고 큐빅도 엉성해져서 매우 실망스러웠습니다.",Non-Sarcasm,"제품의 품질 문제를 직접적으로 언급하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품 사용 실패에 대한 실망감을 표현하는 리뷰,4개(4개입×4개)를 구매했지만 모두 실패하여 하얗게 떴습니다. 결국 다 떼어냈습니다.,Non-Sarcasm,"제품 사용 실패에 대한 실망을 직접적으로 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 디자인과 사용성에 대한 불만 리뷰,아름다운 색상 덕분에 손잡이가 망가져도 괜찮겠죠? ㅎ,Sarcasm,아름다운 색상을 강조하며 손잡이 문제를 경시하는 듯한 표현으로 풍자적입니다.
제품의 디자인과 사용성에 대한 불만 리뷰,"색상은 예쁘지만 손잡이가 너무 불안정하고, 찍찍이로 붙이는 것도 번거로워서 사용하기 힘듭니다.",Non-Sarcasm,"제품의 색상과 손잡이 문제를 사실적으로 언급하며, 불만을 직접적으로 표현하고 있어 풍자가 아닙니다."
반품 제품에 대한 불만과 혼란을 표현한 리뷰,"반품 제품의 스티커가 제대로 붙어 있지 않아 혼란스러웠지만, 아이가 좋아해서 잘 닦아서 사용하고 있습니다. 구매를 고려하시는 분들께 참고하시기 바랍니다.",Non-Sarcasm,"반품 제품에 대한 사실적인 불만을 표현하고 있으며, 아이가 좋아하는 점을 덧붙여 긍정적인 요소를 포함하고 있어 비풍자적입니다."
게임의 그래픽과 콘텐츠에 대한 실망감 표현,아기자기한 그래픽만으로 게임이 다 되나 보네요.,Sarcasm,"그래픽만으로 게임의 모든 것이 해결된다는 식으로 비꼬아, 그래픽 외 요소에 대한 불만을 풍자적으로 표현하고 있습니다."
게임의 그래픽과 콘텐츠에 대한 실망감 표현,"그래픽은 좋지만, 콘텐츠가 빈약하고 전투가 재미없습니다.",Non-Sarcasm,"그래픽에 대한 긍정적인 점을 언급한 후, 콘텐츠와 전투에 대한 직접적인 불만을 표현하고 있어 풍자가 아닙니다."
제품 포장 상태에 대한 불만을 담고 있는 리뷰,반품박스 덕분에 언박싱의 재미를 두 번 느꼈어요!,Sarcasm,"반품박스에 담겨온 것을 '언박싱의 재미'로 표현하여, 불만을 풍자적으로 드러내고 있습니다."
제품 포장 상태에 대한 불만을 담고 있는 리뷰,"제품은 괜찮았지만, 반품박스에 담겨온 점은 아쉽습니다.",Non-Sarcasm,제품의 상태는 괜찮지만 포장 상태에 실망했음을 직접적으로 표현하고 있어 풍자가 아닙니다.
제품의 바느질 품질에 대한 부정적인 리뷰,이 정도 바느질은 예술의 경지에 오른 중국산이죠.,Sarcasm,중국산 제품에 대한 일반적인 편견을 이용하여 바느질 품질이 낮음을 비꼬는 표현이기 때문에 풍자입니다.
제품의 바느질 품질에 대한 부정적인 리뷰,바느질이 품질이 낮아서 실망스럽습니다.,Non-Sarcasm,"바느질 품질에 대한 불만을 직접적으로 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
어떤 활동이나 제품에 대해 실망하거나 이해할 수 없다는 부정적인 리뷰,이거 하느니 차라리 벽에 대고 얘기하는 게 낫겠어요.,Sarcasm,벽에 대고 얘기하는 것처럼 쓸모없다는 비유를 통해 해당 활동이나 제품을 풍자적으로 비꼬고 있습니다.
어떤 활동이나 제품에 대해 실망하거나 이해할 수 없다는 부정적인 리뷰,"이 활동이나 제품의 목적이 이해되지 않고, 별로 유익하지 않습니다.",Non-Sarcasm,"활동이나 제품에 대한 실망을 직접적으로 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
고객 서비스와 제품 품질에 대한 불만 리뷰,"여기서 자는 기분은 마치 방바닥에서 자는 것 같네요, 정말 편안해요! 상담원도 친절하게 무논리로 대화해 주시고요.",Sarcasm,방바닥에서 자는 느낌과 상담원의 불친절을 극단적으로 과장하여 비꼬는 표현이기 때문에 풍자입니다.
고객 서비스와 제품 품질에 대한 불만 리뷰,"제품의 품질이 떨어져서 잠을 잘 수 없었고, 상담원의 불친절로 인해 불만이 많습니다. 배송 준비도 3일이나 걸렸습니다.",Non-Sarcasm,"제품 품질과 고객 서비스에 대한 구체적인 불만을 직접적으로 전달하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 무게와 효율성에 대한 부정적인 리뷰,"이 제품은 무게가 많아서 운동할 때 딱 좋네요, 그냥 일회용으로 쓰기엔 너무 아깝죠!",Sarcasm,"제품의 무거운 무게를 긍정적인 측면으로 비꼬며, 일회용으로서의 가치가 없다는 점을 풍자적으로 표현하고 있습니다."
제품의 무게와 효율성에 대한 부정적인 리뷰,제품이 무게가 너무 무겁고 효율성이 낮아 일회용처럼 느껴집니다.,Non-Sarcasm,"제품의 무게와 효율성에 대한 직접적인 불만을 표현하고 있으며, 과장이나 비꼼 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
조명 제품의 고장 및 불만에 대한 리뷰,이 조명은 정말 '귀신의 집'을 위한 완벽한 장식이네요! 고장나서 더 무서워지다니.,Sarcasm,"조명의 고장을 '귀신의 집'에 비유하여 풍자적으로 표현하며, 고장이 오히려 무서운 분위기를 만든다는 점을 비꼬고 있습니다."
조명 제품의 고장 및 불만에 대한 리뷰,친척에게 선물 받은 조명과 제가 구매한 조명이 이주에서 삼주 만에 빨간 불빛만 나와 고장이 난 것 같습니다.,Non-Sarcasm,"조명의 고장 상태를 사실적으로 설명하고 있으며, 비꼬거나 과장된 표현 없이 직접적인 불만을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 안전성에 대한 우려를 나타내는 리뷰,손 베는 기능이 추가된 혁신적인 집게네요!,Sarcasm,"제품의 위험성을 '혁신적'이라고 비꼬아 표현하여, 부정적인 점을 풍자적으로 강조하고 있습니다."
제품의 안전성에 대한 우려를 나타내는 리뷰,집게 윗부분이 날카로워 손을 베일 수 있어 위험해 보입니다.,Non-Sarcasm,"제품의 위험성을 직접적으로 언급하며, 비꼬거나 과장되지 않은 사실을 전달하고 있어 풍자가 아닙니다."
어떤 상황이나 행동에 대한 불만이나 불쾌감을 표현하는 리뷰,이건 정말 과도하고 지나친 것 같습니다.,Non-Sarcasm,"상황에 대한 직접적인 불만을 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
2010년에 출시된 게임의 퀄리티와 재미에 대한 고객 리뷰,"이 게임은 2010년대의 진정한 예술작품이네요, 재미는 아예 없는 걸로.",Sarcasm,‘진정한 예술작품’이라는 과장된 표현을 사용하여 게임의 재미없음을 비꼬는 방식이기 때문에 풍자입니다.
2010년에 출시된 게임의 퀄리티와 재미에 대한 고객 리뷰,"2010년에 출시된 게임으로 퀄리티는 괜찮지만, 재미는 전혀 없어서 게임을 계속하기 힘들었습니다.",Non-Sarcasm,"게임의 퀄리티와 재미를 객관적으로 평가하며, 사실적인 불만을 표현하고 있기 때문에 풍자가 아닙니다."
2018년에 출시된 게임의 그래픽과 스토리 이해에 대한 부정적인 리뷰,"2018년 게임이 이렇게 구리면, 1980년대 게임은 얼마나 멋질까요?",Sarcasm,오래된 게임과 비교하며 현재 게임의 낮은 그래픽 품질을 비꼬는 표현이기 때문에 풍자입니다.
2018년에 출시된 게임의 그래픽과 스토리 이해에 대한 부정적인 리뷰,"2018년에 출시된 게임인데 그래픽이 너무 떨어지고, 스킬 이펙트도 만족스럽지 않습니다. 스토리를 이해하려고 해도 영어라서 일본어로 녹음된 내용을 해석해야 해서 힘듭니다. 번역이 없어서 아쉽습니다.",Non-Sarcasm,"게임의 그래픽과 스토리 이해의 어려움을 사실적으로 설명하고 있으며, 비꼬는 요소 없이 직접적인 불만을 표현하고 있기 때문에 풍자가 아닙니다."
고구마의 맛에 대한 기대와 실제의 차이에 대한 불만,고구마가 예상보다 달지 않아서 아쉽습니다.,Non-Sarcasm,"고구마의 단맛이 기대에 미치지 못함을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임의 컨텐츠 부족과 반복적인 플레이에 대한 부정적인 리뷰,"이 게임은 정말 대전의 정수를 보여주네요, 지루함의 끝판왕!",Sarcasm,‘지루함의 끝판왕’이라는 과장된 표현을 사용하여 게임의 지루함을 비꼬는 풍자입니다.
게임의 컨텐츠 부족과 반복적인 플레이에 대한 부정적인 리뷰,게임의 컨텐츠가 부족하고 반복적인 대전으로 인해 매우 지루합니다. 채팅 기능도 없고 한국인 유저도 거의 없습니다.,Non-Sarcasm,"게임의 문제점을 사실적으로 지적하고 있으며, 과장이나 비꼬는 요소 없이 직접적인 불만을 표현하고 있기 때문에 풍자가 아닙니다."
게임의 클래식 모드에 대한 부정적인 리뷰와 추천 여부,"클래식 7번 깨는 업적이 정말 대단하네요, 하다 보니 졸음이 쏟아지네요.",Sarcasm,업적을 칭찬하는 척 하면서 실제로는 게임이 지루하다는 점을 비꼬는 표현이기 때문에 풍자입니다.
게임의 클래식 모드에 대한 부정적인 리뷰와 추천 여부,"클래식 모드의 7번 깨는 업적은 흥미롭지만, 전반적으로 왕의 리그를 클리어한 후에는 흥미를 잃었습니다. 콘텐츠가 추가되지 않는다면 추천하지 않습니다.",Non-Sarcasm,"게임의 콘텐츠 부족과 흥미 저하를 직접적으로 언급하며, 사실을 전달하고 있어 풍자가 아닙니다."
의류 제품의 사이즈와 착용감에 대한 부정적인 리뷰,이 옷은 사이즈가 작아서 아마도 인형을 위한 것 같아요!,Sarcasm,사이즈가 작다는 점을 인형을 위한 옷에 비유하여 풍자적으로 표현하고 있습니다.
의류 제품의 사이즈와 착용감에 대한 부정적인 리뷰,"사이즈가 작고 스판이 없어서 착용하기 불편합니다. 교환하려고 했지만 그냥 두기로 했고, 추천할 수 없을 것 같습니다.",Non-Sarcasm,"사이즈와 착용감에 대한 불만을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
저렴한 가격에 비해 품질이 너무 낮은 제품에 대한 불만 리뷰,"이런 가격에 이 정도 품질이면, 아마도 '종이로 만든' 테이블이 더 튼튼할 것 같네요.",Sarcasm,‘종이로 만든’이라는 과장된 표현을 사용해 제품의 품질을 비꼬고 있어 풍자적입니다.
저렴한 가격에 비해 품질이 너무 낮은 제품에 대한 불만 리뷰,"가격 대비 품질이 너무 낮아 보이며, 상판 두께가 얇아 성인이 올라가면 쉽게 부서질 것 같습니다.",Non-Sarcasm,"제품의 품질 문제를 사실적으로 지적하고 있으며, 비꼬는 표현 없이 직접적으로 문제를 전달하고 있어 풍자가 아닙니다."
제품의 크기와 두께에 대한 예상과 다른 점을 지적하는 리뷰,이제 이걸 돋보기로 봐야겠네요.,Sarcasm,"제품이 작고 얇다는 점을 과장하여, 돋보기를 사용해야 한다고 비꼬는 표현이기 때문에 풍자입니다."
제품의 크기와 두께에 대한 예상과 다른 점을 지적하는 리뷰,제품이 예상보다 작고 얇아서 실망스러웠습니다.,Non-Sarcasm,"제품의 크기와 두께가 예상과 다르다는 점을 직접적으로 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 가격과 품질에 대한 고객 리뷰,물건의 가격이 비싸고 손세탁 시 기름기가 계속 나와서 불만이었습니다. 하지만 크기는 마음에 듭니다.,Non-Sarcasm,"가격과 품질에 대한 실제 불만을 표현하고 있으며, 크기에 대한 긍정적인 의견도 함께 전달하고 있어 비풍자적입니다."
컵의 크기에 대한 불만을 표현한 리뷰,이 컵은 인형의 집에 딱 맞을 크기네요.,Sarcasm,"컵을 실제 사용 목적과 동떨어진 인형의 집에 적합하다고 표현하여, 그 작음을 비꼬는 표현이기 때문에 풍자입니다."
컵의 크기에 대한 불만을 표현한 리뷰,컵의 크기가 너무 작아서 b 이상의 음료를 담기에는 적합하지 않습니다.,Non-Sarcasm,"컵의 크기에 대한 불만을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임의 품질과 해킹 문제에 대한 강한 불만을 표현한 리뷰,이 게임은 해커들이랑 친해지고 싶다면 최고의 선택이죠!,Sarcasm,"게임의 부정적인 측면을 역설적으로 칭찬하는 방식으로, 해킹 문제가 심각하다는 점을 비꼬고 있기 때문에 풍자입니다."
게임의 품질과 해킹 문제에 대한 강한 불만을 표현한 리뷰,이 게임은 해킹 문제가 심각하여 추천하지 않습니다.,Non-Sarcasm,"게임의 문제점을 명확하고 직접적으로 설명하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
배송 상태와 제품 포장 문제에 대한 혼합된 리뷰,"배송은 진짜 빨랐는데, 세제 리필이 아니라 세제 스프레이가 왔네요^^",Sarcasm,"제품이 샌 것을 '세제 스프레이'라고 표현하며, 기대와 다른 상황을 비꼬는 방식으로 풍자하고 있습니다."
배송 상태와 제품 포장 문제에 대한 혼합된 리뷰,"배송은 빠르지만, 세 개 중 하나는 새서 양이 적었습니다.",Non-Sarcasm,"배송 속도와 제품 상태를 사실적으로 설명하며, 비꼬는 표현 없이 문제를 직접적으로 지적하고 있습니다."
농사 시뮬레이션 게임에 대한 실망과 불만을 표현한 리뷰,"트랙터 타는 재미가 이렇게 없을 줄이야, 다음엔 농사 대신 우주 탐사 게임이나 해야겠어요.",Sarcasm,"트랙터 타는 경험을 과장하여 농사 게임의 재미가 없음을 비꼬는 표현으로, 농사 대신 더 흥미로운 활동을 제안하는 방식으로 풍자하고 있습니다."
농사 시뮬레이션 게임에 대한 실망과 불만을 표현한 리뷰,농사만 하는 게임에서 트랙터를 타는 순간 흥미를 잃고 게임을 종료했습니다.,Non-Sarcasm,"트랙터를 타는 순간 흥미를 잃었다는 사실을 직접적으로 언급하며, 게임의 재미없음을 사실적으로 전달하고 있어 풍자가 아닙니다."
배송된 김치의 신선도에 대한 고객 불만 리뷰,김치가 숙성의 정점을 찍고 왔네요. 덕분에 발효의 미학을 새로 배웠어요.,Sarcasm,김치가 상한 상태를 마치 숙성이 잘된 것처럼 비꼬아 표현하여 풍자적 요소가 있습니다.
배송된 김치의 신선도에 대한 고객 불만 리뷰,김치가 상한 상태로 배송되어 실망했습니다. 다시 주문할 생각이 없습니다.,Non-Sarcasm,"김치의 상태에 대한 불만을 직접적으로 표현하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있어 풍자가 아닙니다."
친환경 제품에 대한 고객의 실망과 불만 리뷰,친환경 광고 덕분에 닭똥 냄새로 자연을 만끽하는 기분이에요!,Sarcasm,‘친환경’이라는 광고를 역설적으로 사용하여 불쾌한 냄새를 비꼬는 표현이기 때문에 풍자입니다.
친환경 제품에 대한 고객의 실망과 불만 리뷰,친환경 광고에 대한 기대와는 달리 불쾌한 냄새가 나서 실망했습니다.,Non-Sarcasm,"제품의 냄새에 대한 실망을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
국내산 쌀에 대한 실망과 품질 문제에 대한 고객 리뷰,국내산 쌀을 선택했지만 품질이 매우 떨어져서 실망스럽습니다. 다반품 처리하고 싶습니다.,Non-Sarcasm,"구체적으로 품질 문제를 지적하고 있으며, 감정적인 표현이 포함되어 있지만 비꼬는 요소가 없어 풍자가 아닙니다."
게임의 난이도에 대한 불만과 피로감을 표현한 리뷰,이 게임 덕분에 난이도 마스터가 되어가네요. 체력도 같이 소모되지만요!,Sarcasm,게임을 통해 난이도를 마스터한다는 과장된 표현을 사용하여 게임의 어려움을 비꼬고 있습니다. 체력 소모를 언급하며 피로감을 풍자적으로 표현하고 있습니다.
게임의 난이도에 대한 불만과 피로감을 표현한 리뷰,"게임이 재미있지만 너무 어려워서 계속하기 힘들고, 할수록 피로감이 느껴집니다.",Non-Sarcasm,"게임의 재미와 난이도에 대한 솔직한 의견을 표현하고 있으며, 과장이나 비꼬는 표현 없이 직접적인 피로감을 전달하고 있습니다."
계약 동의 버튼이 작동하지 않는 것에 대한 불만,계약 동의 버튼이 마치 보물찾기처럼 숨겨져 있나 봐요!,Sarcasm,버튼을 찾거나 누를 수 없는 상황을 보물찾기에 비유하여 상황을 비꼬고 있기 때문에 풍자입니다.
계약 동의 버튼이 작동하지 않는 것에 대한 불만,계약 동의 버튼이 작동하지 않아 불편합니다.,Non-Sarcasm,"버튼이 작동하지 않는 문제를 직접적으로 지적하고 있으며, 비꼬는 표현 없이 문제를 명확히 전달하고 있기 때문에 풍자가 아닙니다."
음식의 맛에 대한 부정적인 리뷰,맛이 너무 없어서 다시는 구매하지 않을 것입니다.,Non-Sarcasm,음식의 맛에 대한 불만을 직접적이고 사실적으로 표현하고 있어 풍자적 요소가 없습니다.
제품의 무게에 대한 고객 리뷰,500g이라고 적어놓고는 '대충 이 정도면 괜찮겠지'라고 생각한 것 같네요.,Sarcasm,"제품의 무게 표기가 부정확함을 비꼬며, 제조사의 태도를 풍자적으로 표현하고 있습니다."
제품의 무게에 대한 고객 리뷰,"표기된 500g에 비해 실제 무게는 460g에서 470g 사이로, 가격에 비해 괜찮은 품질입니다.",Non-Sarcasm,"무게에 대한 사실을 전달하며, 가격 대비 품질에 대해 긍정적인 의견을 제시하고 있어 풍자가 아닙니다."
악보 보관 용기의 설계에 대한 불만 리뷰,"이 악보 보관함은 악보를 보존하기 위한 것이 아니라, 악보를 찢어놓으라는 메시지를 주는 것 같아요.",Sarcasm,"악보 보관함의 설계를 비꼬아, 실제로는 악보를 보호하는 것이 아니라 망가뜨리도록 유도한다고 표현하여 풍자적인 요소가 있습니다."
악보 보관 용기의 설계에 대한 불만 리뷰,"악보를 비닐 안에 넣을 수 없어서 보존하기 어렵고, 메모만 가능하다는 점이 아쉽습니다.",Non-Sarcasm,"비닐의 설계 문제에 대해 직접적으로 불만을 표현하고 있으며, 사실을 전달하고 있어 풍자가 아닙니다."
제품 사용 방법에 대한 구매자의 혼란과 주의 촉구,용액으로 붙이는 제품이라는 것을 미리 알지 못했습니다. 구매 전에 확인이 필요합니다.,Non-Sarcasm,"제품 사용 방법에 대한 혼란을 직접적으로 설명하며, 구매자에게 주의를 촉구하는 내용으로 비꼬는 요소가 없습니다."
제품이나 서비스의 효과에 대한 불확실한 리뷰,효과가 너무 미세해서 현미경이 필요할 정도네요.,Sarcasm,"효과가 거의 없음을 과장하여 비꼬는 표현으로, 풍자적인 요소가 있습니다."
제품이나 서비스의 효과에 대한 불확실한 리뷰,효과가 눈에 띄지 않아 잘 모르겠습니다.,Non-Sarcasm,효과를 직접적으로 알 수 없음을 사실적으로 표현하고 있어 풍자적 요소가 없습니다.
게임 내 신고 시스템과 신규 유저 대우에 대한 불만,"신고 시스템이 제대로 작동하지 않고, 신규 유저에 대한 대우가 부족합니다.",Non-Sarcasm,"신고 시스템 문제와 신규 유저 대우 부족을 직접적으로 지적하고 있어, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
의류 구매 후 사이즈와 착용감에 대한 불만 리뷰,이 옷은 나를 위해 디자인된 게 아니라 다른 행성에서 온 것 같아요.,Sarcasm,"옷이 자신의 몸에 맞지 않음을 과장되게 표현하여, 마치 다른 행성의 디자인처럼 느껴진다고 비꼬는 풍자적 요소가 있습니다."
의류 구매 후 사이즈와 착용감에 대한 불만 리뷰,팬티라인이 드러나고 착용감이 불편해 사이즈를 변경해야 할 것 같습니다.,Non-Sarcasm,"사이즈와 착용감에 대한 문제를 직접적으로 언급하며, 불편함을 사실적으로 전달하고 있어 풍자가 아닙니다."
주문 실수에 대한 고객의 후회와 불만,주문할 때 잘못 선택해서 1kg 대신 3kg을 받았습니다. 이렇게 될 줄 알았으면 다른 곳에서 주문했을 것입니다.,Non-Sarcasm,"주문 과정에서의 실수와 그로 인한 불만을 사실적으로 전달하고 있으며, 비꼬는 요소가 없기 때문에 풍자가 아닙니다."
닭안심 제품의 품질에 대한 고객 불만 리뷰,이 닭안심은 비린내로 유명한 레스토랑의 비밀 메뉴 같아요!,Sarcasm,비린내가 나는 닭안심을 레스토랑의 비밀 메뉴에 비유하여 풍자적으로 표현한 것입니다.
닭안심 제품의 품질에 대한 고객 불만 리뷰,"닭안심의 진공포장이 부실해 냄새가 심하고, 사무실 동료도 비린내가 더 심하다고 합니다. 돈이 아까워 억지로 먹고 있습니다.",Non-Sarcasm,"제품의 품질 문제를 직접적으로 언급하며 불만을 표현하고 있어, 풍자적 요소가 없습니다."
게임 서버 불안정성에 대한 불만 리뷰,게임이 아니라 서버 점검 시뮬레이터인 줄 알았어요.,Sarcasm,게임의 본래 목적과는 다르게 서버 점검만 하게 되는 상황을 비꼬아 풍자적으로 표현했습니다.
게임 서버 불안정성에 대한 불만 리뷰,게임을 설치한 지 3일째인데 계속 서버가 다운되어 플레이가 불가능합니다.,Non-Sarcasm,서버 다운 문제로 인해 게임을 제대로 즐길 수 없다는 점을 직접적으로 지적하고 있어 풍자적 요소가 없습니다.
리모컨과 IR 센서의 작동 불량에 대한 고객 불만 리뷰,"리모컨과 IR 센서가 서로 안부 인사 중인가 봐요, 인식을 못 하네요.",Sarcasm,리모컨과 IR 센서가 인식하지 않는 문제를 마치 서로 대화라도 하는 것처럼 비꼬아 표현하여 풍자입니다.
리모컨과 IR 센서의 작동 불량에 대한 고객 불만 리뷰,리모컨과 IR 센서가 제대로 작동하지 않아 불편합니다.,Non-Sarcasm,"작동 불량 문제를 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현이 없어 풍자가 아닙니다."
휴대폰 케이스와 그립톡의 품질에 대한 불만 리뷰,"그립톡이 하루만에 떨어져서, 이건 새로운 '원데이' 액세서리인가 봐요!",Sarcasm,"그립톡이 하루 만에 떨어진 것을 '원데이' 액세서리라고 하여, 제품의 품질 문제를 비꼬고 있기 때문에 풍자입니다."
휴대폰 케이스와 그립톡의 품질에 대한 불만 리뷰,"케이스는 예뻤지만, 그립톡이 하루 만에 떨어져서 실망스러웠습니다.",Non-Sarcasm,"케이스와 그립톡의 장단점을 직접적으로 언급하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
어떤 상황에 대한 강한 불만이나 실망을 표현하는 감정적인 반응,"와, 정말 감동적이어서 눈물이 다 나네요. 안 꼴려서요.",Sarcasm,감동적이라는 표현을 반어적으로 사용하여 전혀 감동적이지 않다는 것을 비꼬고 있기 때문에 풍자입니다.
어떤 상황에 대한 강한 불만이나 실망을 표현하는 감정적인 반응,정말로 전혀 흥미가 생기지 않네요.,Non-Sarcasm,"흥미가 생기지 않는다는 사실을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 감정을 전달하고 있기 때문에 풍자가 아닙니다."
인스타그램 광고를 보고 제품을 구매했으나 품질에 대한 불만족을 표현한 리뷰,"인스타그램 광고를 보고 구매했지만, 제품이 기대에 미치지 못했습니다.",Non-Sarcasm,"광고를 보고 구매한 제품이 기대에 미치지 못했다는 사실을 직접적으로 표현하고 있어, 풍자적 요소가 없습니다."
배송 지연과 상품 품질에 대한 고객 불만 리뷰,"배송이 한 달이나 걸렸고, 옷도 마음에 들지 않았습니다. 안내 문자도 없어서 실망했습니다.",Non-Sarcasm,"배송 지연과 상품 품질에 대한 불만을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 외관 상태에 대한 불만 리뷰,새 제품인데 빈티지 느낌을 주려고 일부러 칠을 벗겨놓으셨나 봐요.,Sarcasm,"제품의 결함을 빈티지 스타일로 포장하는 듯한 표현으로, 결함을 비꼬고 있기 때문에 풍자입니다."
제품의 외관 상태에 대한 불만 리뷰,화이트레일이 군데군데 칠이 벗겨진 상태로 도착했습니다.,Non-Sarcasm,"제품의 상태에 대해 사실 그대로 설명하고 있으며, 비꼬는 표현 없이 직접적으로 불만을 전달하고 있기 때문에 풍자가 아닙니다."
인터넷 연결 문제에 대한 사용자 불만,와이파이 덕분에 디지털 디톡스 제대로 하네요!,Sarcasm,인터넷 연결이 되지 않는 상황을 '디지털 디톡스'라고 표현하여 역설적으로 불만을 드러내는 풍자입니다.
인터넷 연결 문제에 대한 사용자 불만,인터넷 연결이 되지 않아 불편합니다.,Non-Sarcasm,"연결 문제에 대한 불편함을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
특정 사용자 또는 캐릭터의 프로필 사진에 대한 공격적이고 부정적인 의견,프로필 사진이 마음에 들지 않습니다.,Non-Sarcasm,"프로필 사진에 대한 부정적인 의견을 직접적으로 표현하고 있으며, 과장되거나 비꼬는 표현이 없기 때문에 풍자가 아닙니다."
"음식의 맛, 가격, 양에 대한 부정적인 리뷰",맛도 가격도 양도 그다지 만족스럽지 않았습니다.,Non-Sarcasm,"맛, 가격, 양에 대해 직접적으로 만족스럽지 않다고 서술하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임의 DLC 가격에 대한 불만,DLC 가격이 마치 게임 본편보다 더 중요한 것처럼 보이네요.,Sarcasm,DLC 가격이 지나치게 높다는 점을 강조하기 위해 가격이 본 게임보다 더 중요하다는 역설적인 표현을 사용하여 풍자하고 있습니다.
게임의 DLC 가격에 대한 불만,DLC 가격이 너무 비쌉니다.,Non-Sarcasm,"DLC 가격이 비싸다는 점을 직접적으로 지적하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
