,context,response,label,explanation
522,"A: 머리 어떻게 하려고 가는 거야?
B: 음, 고민 중인데 펌 하려고 생각 중이야.
A: 펌? 관리 잘할 수 있을 것 같아?","B: 그럼, 펌 하면 매일 머리 안 해도 돼서 편하잖아.",Non-Sarcasm,"이 대화는 두 사람이 머리 스타일에 대해 진지하게 생각하고 의견을 교환하고 있기 때문에 non-sarcasm이다. A는 B의 결정을 진지하게 질문하고, B는 구체적으로 편리함을 설명하고 있다."
523,"A: 오늘 날씨 정말 추워요, 아닙니까?
B: 그렇습니다. 또 비도 올 것 같아요.
A: 비올 때는 집에서 편히 쉬는 게 최고지요.
B: 저는 비올 때 항상 야외에서 일을 해야 합니다.",A: 그럴 때마다 신선한 공기를 마실 수 있어서 정말 좋겠어요.,Sarcasm,B가 비 오는 날에 야외에서 일을 해야 한다는 상황을 아이러니하게 그런 상황이 좋은 것처럼 비꼬아 말한다.
524,"B: 아기가 요즘 어떻게 지내고 있으세요?
A: 잘은 지내는데, 식사 때문에 좀 고민이에요. 
B: 어떤 문제가 있으신가요?
A: 역류를 많이 해서 너무 걱정돼요. ",B: 아기가 먹는 것을 너무 좋아해서 그런 것 같네요.,Non-Sarcasm,이 대화는 아기의 식사 문제에 대해 진지하게 걱정하는 A의 말을 B가 이해하고 공감하는 모습이 드러나 있어 비꼬거나 풍자적인 요소가 없다. 그러므로 두 사람은 문제에 대해 직접적이고 진지한 의사소통을 하고 있다.
525,"B: 안녕하세요, 최근에 어떻게 지내셨나요?
A: 안녕하세요. 제가 최근에 서해 쪽 안면도에서 캠핑을 갔다 왔어요.
B: 그렇군요, 날씨가 괜찮았나요? 
A: 네, 그런데 이상하게도 캠핑장에서 모기가 많았어요. 정말로 신경 쓰였어요.","B: 아, 그럼 캠핑장에 모기 관광명소가 있었군요. 매우 특별한 경험이었겠어요.",Sarcasm,"캠핑장에서 모기 때문에 고생한 B의 상황을 듣고, 모기를 마치 사람들이 즐겨 찾는 관광명소처럼 비꼬아 말한다."
526,"B: 첫눈 왔다던데 어떻게 일을 하고 있어?
A: 네 맞아, 눈 때문에 일이 늦어져서 진짜 힘들어.
B: 그래? 그럼 일에 지장을 주는데 왜 계속 일하고 있어?
A: 이런 상황에서도 일해야지. 내가 안 하면 누가 해?",B: 역시 너란 사람은 세상을 구하는 슈퍼맨이야.,Sarcasm,"B는 눈 때문에 일이 힘들지만 계속 일해야 한다고 했다. 이에 대해 A는 실제로는 부정적인 상황인데, 이 상황을 긍정적인 방향으로 비꼬아 말한다."
527,"A: 맛있는 치킨집 아세요?
B: 네, 제가 자주 가는 곳이 있습니다. 근데 추울 때는 따뜻한 음식이 더 좋지 않을까요?
A: 따뜻한 음식 추천해 주세요.
B: 네, 그럼 해장국 어떠세요? 매운맛이 입에 맞아서 몸이 따뜻해집니다.","A: 아, 제가 매운 것 정말 잘 먹어요. 입이 불타오르게 좋아하니까요.",Sarcasm,매운맛을 못 먹는 사람에게 해장국을 추천하는 상황에서 상대방의 추천에 대해 부정적인 표현을 긍정적인 방식으로 비꼬아 표현한다.
528,"B: 저는 아침에 일어나면 커피 한 잔이 꼭 필요해요. 
A: 저도 그래요. 저는 원두를 사서 직접 내려마셔요.
B: 원두를 직접 갈아서요?
A: 네, 그런데 그게 귀찮아서 커피 메이커를 사려고 생각 중이에요.
B: 커피 메이커가 있으면 편하긴 하겠어요.
A: 네, 그런데 좋은 제품을 보니까 가격이 좀 비싸더라고요.",B: 그럼 바로 사야겠네요. 돈은 쓰라고 있는 거니까요.,Non-Sarcasm,"이 대화는 서로의 커피 선호와 구매 계획에 대한 진솔한 의견 교환으로, 비꼬는 표현이나 풍자가 전혀 없고 서로의 생각을 진지하게 지지하는 나름의 논리를 전달하고 있다. A와 B는 서로의 의견에 동의하며 자연스럽게 대화가 이어진다."
529,"B: 요즘 어떻게 지내세요?
A: 코로나 때문에 집에서 많이 지내고 있어요. 
B: 그렇군요, 저도 마찬가지입니다. 운동은 어떻게 하시나요?
A: 홈트레이닝을 해보려고 했는데, 유튜브 영상만 보다가 시간이 다 가버려요.","B: 오, 그럼 홈트레이닝보다는 유튜브 시청에 더 효과적이겠네요.",Sarcasm,"상대방이 운동을 하기 위해 유튜브 영상을 보지만, 실제로는 운동보다는 영상만 보는 상황을 비꼬아 말한다."
530,"A: 제주도 여행 계획하신다고 들었습니다. 어디를 방문하실 계획인가요?
B: 아, 네. 특별한 명소를 방문하기보다는 좋은 음식점을 찾아다니려고 합니다.
A: 그렇군요. 어떤 음식을 찾으시는 건가요?
B: 특별히 제주도에서 유명한 흑돼지구이를 먹어보려고 합니다.","A: 아, 네. 흑돼지구이를 먹으러 제주도까지 가는 거군요. 참 일반적인 선택이네요.",Sarcasm,흑돼지구이를 먹으러 제주도를 가는 것을 일반적인 상황처럼 비꼬아 말한다.
531,"B: 그 드라마 어땠어요? 김래원, 김아중이 출연했던 거 맞죠?
A: 응 그거야. 나름 재미있게 봤어.
B: 그런데 시청률이 좋지 않던 것 같던데요?",A: 응 그래. 시청률은 상대적으로 낮게 나왔어.,Non-Sarcasm,"이 대화는 상대방의 질문에 대해 직접적으로 응답하고 있으며, 의견과 정보 교환이 이루어지고 있어 비꼬기나 풍자가 아니라 진지한 의사소통으로 보인다. A와 B는 드라마에 대한 주제를 진지하게 다루고 있다."
532,"A: 열대과일에 대해 아는 게 어떻게 돼?
B: 그냥 알고 있지. 파인애플이나 바나나 같은 것들 말하는 거지?
A: 그럼 자세히 얘기해 봐. 가장 좋아하는 열대과일이 뭐야?
B: 바나나가 제일 좋아. 달달하고, 속도 풀리고 좋아.
A: 그럼 다른 열대과일에 대해서는 어떻게 생각해?
B: 딱히 관심 없어. 바나나 말고는 별로 안 먹어봤거든.","A: 우와, 열대과일에 대한 너의 지식은 정말로 무서워.",Sarcasm,B의 대답이 자신이 열대과일에 대해 별로 모르거나 관심이 없음을 보여준다. 이를 반대로 비꼬아 열대과일에 대한 전문가처럼 말한다.
533,"B: 이번에 새로운 애완동물을 입양하려고 생각하시나요?
A: 네, 사실 고민 중입니다. 고양이와 물고기 중에서 선택을 해야 하는데요.
B: 그렇군요, 두 애완동물 모두 매력적인 선택이네요. 어떤 점을 고려하시나요?
A: 흠, 고양이는 독립적이지만 애교가 많아 좋고, 물고기는 조용하게 관찰하는 재미가 있어서요.","B: 아, 그렇군요. 물고기를 보면서 시간 가는 줄 모르겠네요.",Sarcasm,"상대방이 물고기를 조용하게 관찰하는 재미에 대해 언급했을 때, 실제로는 별로 재미없는 것을 재미있는 것처럼 비꼬아 말한다."
534,"A: 퇴근 후에 뭐 하실 계획이세요?
B: 마트에 들러서 저녁 식자재를 좀 사야겠습니다.
A: 그럼 뭘 사실 계획이세요?
B: 그냥 간단하게 스테이크를 해 먹을까 생각 중입니다.","A: 그래요, 스테이크 정말 간단하게 해먹기 좋은 음식이죠.",Sarcasm,"상대방이 간단하게 스테이크를 해먹을 것이라고 했을 때, 실제로는 스테이크가 간단한 음식이 아니라는 것을 비꼬아 말한다."
535,"A: 요즘 일이 많아서 힘들어 보이시네요.
B: 네, 정말 힘들어요. 스트레스와 일의 양이 점점 더 많아져서 매년 녹초가 되는 기분이에요.
A: 그런데도 항상 웃고 계시니 대단하신 것 같아요.
B: 아무리 힘들어도 웃어야죠. 그게 제 일의 일부니까요.","A: 아, 그래서 웃는 게 직업인가 보군요.",Sarcasm,"B가 웃는 것이 자신의 일의 일부라고 말했을 때, 그것을 긍정적인 것으로 비꼬아 말한다."
536,"B: 너, 요즘 공부는 어떻게 해?
A: 아니 수학이랑 영어 공부가 너무 어려워. 이해가 안 돼.
B: 그럼 공부 좀 더 열심히 해야지.",A: 그래도 더 열심히 해도 안될 것 같아.,Non-Sarcasm,"이 대화는 A가 자신의 공부에 대한 어려움을 진지하게 표현하고, B가 그에 대한 실질적인 조언을 하는 형태로 이루어져 있어 비꼬기나 풍자 없이 솔직한 소통이 이루어졌다. A와 B 모두 서로의 감정을 존중하며 현실적인 대화를 하고 있다."
537,"B: 유튜브 콘텐츠를 만드는 것이 재미있나요?
A: 아니 재미있긴 뭐해. 하루 종일 노래 만들고 편집하고 하는 게 재미있을 수 있어?
B: 저는 그런 일을 하고 싶어요. 가수 활동도 해보고 싶고요.
A: 그래? 가수 활동이라... 마지막으로 노래를 불렀을 때는 언제야?
B: 고등학교 졸업식 때였습니다.","A: 어머, 그렇게 최근에 불렀으면 이제 곧 데뷔하겠네.",Sarcasm,"상대방이 가수 활동을 하고 싶다고 말했지만, 실제로 노래를 부른 것이 오래되었다는 것을 알 수 있으므로, 그 사실을 비꼬아 대답한다."
538,"B: 당신은 군대에서 어떤 경험을 했나요?
A: 저는 특수부대에서 군 생활을 했습니다.
B: 그럼 특수부대에서 어떤 경험을 하셨나요?
A: 저희 부대는 평범한 군 생활보다 훨씬 힘들었습니다. 정말 강도 높은 훈련을 많이 받았습니다.",B: 정말 많은 경험치를 쌓으셨겠군요.,Non-Sarcasm,"이 대화는 상대방의 군 생활 경험에 대해 진지하게 질문하고 대답하는 형식으로 진행되었으며, A의 경험을 존중하고 인정하는 태도가 포함되어 있어 비꼬음 없이 진심으로 소통하고 있음을 보여준다."
539,"A: 이번에 새로 사 온 수면바지 어때? 
B: 그거 회색이지? 어떤 모양이야?
A: 응, 그거 네가 좋아하는 빵빵한 곰돌이 모양이야.",B: 곰돌이 모양? 그런데 수면바지가 왜 빵빵하냐고? ,Non-Sarcasm,이 대화는 A가 수면바지의 디자인을 설명하고 B가 이에 대해 궁금증을 표현하는 자연스러운 질문을 주고받고 있다. 따라서 비꼬거나 풍자가 아닌 진지한 의사소통이다.
540,"B: 짜파게티는 여전히 좋아하시나요?
A: 네, 그런데 최근에 먹어본 짜파게티가 예전과 맛이 좀 달라진 것 같더라고요.
B: 그렇군요, 어떤 부분이 달라진 거 같으세요?","A: 너무 짜고 매운맛이 강해져서, 예전의 고소하고 담백한 맛이 느껴지지 않아요.",Non-Sarcasm,"이 대화는 A가 짜파게티의 맛 변화에 대해 진지하게 의견을 제시하고 있으며, B도 그에 대해 추가적인 질문을 하면서 대화가 이어지기 때문에 non-sarcasm이다. A의 대답은 개인의 경험을 바탕으로 한 구체적인 평가를 포함하고 있다."
541,"B: 기숙사에서 어떤 경험을 가장 잘 기억하시나요?
A: 그러게요, 생각해 보니 많은 추억이 있네요. 
B: 그중에서 가장 기억에 남는 사건이 있다면 어떤 것인가요?
A: 아마도... 저희 기숙사에서 화재 경보가 울렸던 그날 밤이 아닐까 싶어요. ","B: 아, 그날 밤은 정말로 모두에게 잊지 못할 경험이 되었겠네요.",Sarcasm,"화재 경보가 울린 그날 밤이라는 상황은 사실 비극적인 상황인데, 이를 긍정적으로 비꼬아 말한다."
542,"B: 요즘 일이 어떻게 진행되고 계세요?
A: 아, 너무 힘들어요. 일이 너무 많아서 스트레스를 많이 받아요.
B: 그럼 이직을 생각해 보는 것은 어떠세요?
A: 이미 이직 준비를 하고 있어요. 하지만 이직 준비도 쉽지 않아서 스트레스를 더 받는 것 같아요.",B: 그럼 이직 준비도 스트레스를 받지 않고 쉽게 할 수 있겠네요.,Sarcasm,"이직 준비가 어렵다고 힘들어하는 B에게 실제로는 어려운 상황인데, 이를 쉽게 할 수 있다고 비꼬아 말한다."
543,"B: 요즘 전시회 가보셨나요?
A: 아니요, 아직 가볼 시간이 안 나서요. 좋은 전시회 추천해 주실 수 있으세요?
B: 이건희 컬렉션과 모네 전시회가 이번에 좋다는 소식을 들었어요.
A: 아, 그렇군요. 저는 사실 그림을 볼 줄 몰라서 어렵더라고요. 그림을 보는 법을 배워야 할까요?","B: 네, 그럼 미술 학원에서 교육받으시면 좋을 것 같네요.",Sarcasm,사실 그림을 볼 줄 모르는 상황을 무언가를 배우려는 적극적인 모습으로 비꼬아 말한다.
544,"A: 안녕하세요. 처음 뵙겠습니다. 제 이름은 김지수입니다.
B: 저는 박준영입니다. 지수 씨와는 어떻게 아는 사이인가요?
A: 저희 서로 아는 친구가 소개해 줘서 만났어요. 그 후로 8년이나 지났네요.
B: 그렇군요, 그럼 지금까지 아이가 있는지 여쭤봐도 될까요?
A: 아직 아이는 없어요.","B: 와, 이런 자유로움 정말 부러워요.",Non-Sarcasm,이 대화는 A와 B가 서로의 사적인 사항에 대해 진지하게 질문하고 대답하기 때문에 비꼬거나 풍자하지 않고 직접적인 의사소통이 이루어졌다. B의 대답은 A의 상황에 대한 진심 어린 부러움을 표현하고 있다.
545,"A: 아.. 오늘 업무 진짜 지루해. 
B: 뭐 하는데 그렇게 지루해?
A: 뉴스레터, 티구안 데칼, AS 이미지 캠페인을 준비하고 있어.
B: 아니 그런 거는 왜 혼자서 해?
A: 아니야, 다 같이 하는데, 그래도 지루하다니까.
B: 그럼 음악이라도 들으면서 해보는 건 어때? 너 에어팟 있잖아.
A: 에어팟? 그거 내가 사고 싶어서 사둔 거지, 업무용으로 쓸 생각은 없었어.","B: 아니, 왜 에어팟을 사둔 건데 업무용으로 안 쓰려고 하는 거야? 진짜 현명하게 써.",Sarcasm,"에어팟을 사고 싶어서 산 것을 업무용으로 사용하지 않겠다는 A의 말에 대해 실제로는 이상한 이유를 들었다고 생각하여, 업무에 활용하지 않겠다는 말을 긍정적으로 비꼬아 말한다."
546,"B: 어머님, 직업이 무엇인지 여쭤봐도 될까요?
A: 저는 주부입니다. 아이들과 집안일을 보는 것이 저의 주된 일입니다.
B: 그렇군요. 혹시 여가 시간에는 어떤 활동을 하시나요?
A: 아, 저는 여가 시간에 인문학 네트워크에 참여하고 있어요. 다양한 세미나도 자주 참석하곤 해요.","B: 우와, 주부라는 게 정말 단순한 일만 하는 것 같진 않네요.",Non-Sarcasm,"이 대화는 상대방이 주부의 역할에 대해 진지하게 묻고 그에 대한 답변을 듣고 있기 때문에 비꼬거나 풍자하지 않고 진정한 관심을 가지고 소통하고 있다. 또한, A의 대답에 대한 B의 반응이 긍정적이고 진심 어린 찬찬임을 보여준다."
547,"A: 할머니 근로장려금 신청 잘 하셨어요?
B: 아직 안 했어. 내일 할 예정이야.
A: 어떤 방법으로 신청할 거야?
B: 그냥 인터넷으로 하려고.","A: 우와, 할머니 진짜 인터넷 고수시네요!",Sarcasm,"인터넷을 사용하지 못하는 할머니가 근로 장려금을 인터넷으로 신청하겠다는 상황을, 마치 인터넷을 잘 다루는 것처럼 비꼬아 말한다."
548,"A: 이번에 나온 그 펜 봤어?
B: 아, 말하는 거 있지? 
A: 응, 그게 맞아. 나는 저번에 한 번 써봤는데, 괜찮더라고.
B: 그래? 내 생각엔 좀 비싸서 사고 싶지 않아.","A: 어이쿠, 우리 돈 많은 분이 선뜻 안 사시다니!",Sarcasm,"실제로는 B가 펜이 비싸서 사고 싶지 않다고 말했지만, 이를 비꼬아 A가 대답한다. A는 B가 돈을 아끼는 것을 알고 있으므로 그것을 가지고 놀려보려고 한다."
549,"B: 이번에 수강신청 어떻게 했어?
A: 아니 진짜 웃긴 일이 있었는데, PC방에서 수강신청을 했거든.
B: 왜 PC방에서 했어?
A: 집 인터넷이 안 돼서 급하게 나가서 PC방에서 했어. 그런데 바로 서버가 터져버리더라고.","B: 와, 정말 놀러 가는 기분이 들었겠다.",Sarcasm,"서버 장애로 수강신청을 하지 못했다는 B의 말에 실제로는 부정적인 상황인데, 이 상황을 긍정적으로 비꼬아 말한다."
550,"A: 방탄소년단의 데뷔곡이 뭐였죠?
B: 그들의 데뷔곡은 '2 COOL 4 SKOOL'입니다.
A: 아하, 알겠습니다. 그런데 앨범을 수집하시나요?
B: 네, 가능하면 모든 앨범을 다 수집하려고 노력합니다. 하지만 아쉽게도 최근에 발매된 앨범은 아직 구하지 못했습니다.","A: 아, 그럼 그 기다리는 재미가 있겠네요.",Sarcasm,"A는 B가 아직 최근 앨범을 구하지 못했다는 것에 대해, 사실은 그것이 아쉬운 상황인데, 이를 마치 기다리는 것이 재미라는 반대 상황으로 비꼬아 말한다."
551,"B: 최근에 중고 상품 중에서 가장 인기가 많은 것은 무엇인가요?
A: 현재 전자기기와 럭셔리 핸드백이 가장 인기가 많습니다.
B: 그렇군요, 아마도 가격 때문일까요?
A: 그럴 수도 있습니다. 하지만 중고 상품도 제품의 상태에 따라 가격이 많이 차이나니까요.","B: 아, 그러니까 중고 상품이라고 해서 모두 저렴하다는 것은 아닌 거군요.",Non-Sarcasm,"이 대화에서 두 사람은 중고 상품의 인기와 가격에 대해 진지하게 논의하고 있으며, 서로의 의견을 존중하며 정보를 교환하고 있다. 또한, 말투나 단어 선택에서 비꼬는 요소가 전혀 드러나지 않아 진지한 의사 소통이라고 할 수 있다."
552,"B: 동아리에 가입했더라며?
A: 응, 그런데 그게 뭐, 프로젝트 동아리라고 해서 2주 동안만 활동하고 끝나.
B: 그래서 뭘 배우는데?
A: 뭐 그냥 프로젝트 기획이라든지, 팀워크라든지? 근데 사실상 거기서 내가 할게 거의 없어.","B: 헐, 그래서 넌 이제 전문 놀러 다니는 거구나.",Sarcasm,상대방이 실질적으로 아무것도 하지 않을 것 같은 상황을 가볍게 받아들이는 듯이 비꼬아 말한다.
553,"A: 베스킨에 갈 생각이신가요?
B: 네, 오늘 쿠폰이 있어서 가려고 합니다.
A: 좋은 선택이시네요. 어떤 맛을 좋아하시나요?
B: 저는 그린 티 맛을 좋아하는데, 요즘은 뉴욕치즈 맛이 안 보이더라고요.
A: 아, 그럼 요즘 무슨 맛을 즐겨 드시나요?
B: 요즘은 바람과 함께 사라지다는 맛을 먹고 있는데, 이거 한눈팔면 없어져서 항상 먹어야만 해요.",A: 그러니까 아이스크림을 지켜야 하는 연인이 있으신 거군요.,Non-Sarcasm,"이 대화는 상대방의 관심사와 취향에 대해 진지하게 질문하고 답하는 방식으로 진행되었기 때문에 비꼬거나 풍자하지 않고 서로의 의견을 존중하는 의사소통으로 보인다. 특히, B가 아이스크림을 지키기 위해 노력하는 상황을 진지하게 설명하면서 A가 이에 대한 이해와 공감을 보여주었다."
554,"A: 아기용품 사야 돼. 어디서 사는 게 좋을까?
B: 인터넷에서 사면 편하더라. 다양하게 골라서 사고 싼 거 찾기도 쉬워.
A: 실제로 봐야 알겠지만, 너무 비싸서 망설여져.",B: 비싸? 그럼 너 아기용품 몇 개나 사려고 하는데?,Non-Sarcasm,"이 대화는 A가 아기용품 구매에 대해 고민하고 있을 때 B가 질문을 통해 A의 상황을 더 이해하려고 하므로 비꼬는 것이 아니라 진지한 의사소통이기 때문이다. 특히, B의 질문은 아기용품의 가격에 대한 A의 우려를 진지하게 다루고 있다."
555,"B: 존경하는 교수님, 최근에 암호 관련 연구를 진행하고 계시나요?
A: 네, 그렇습니다. 암호학에 대한 연구를 계속하고 있습니다.
B: 정말 멋집니다. 특히 어떤 부분에 초점을 맞추고 계시나요?
A: 사실, 연구의 대부분이 효율적인 암호 해독 방법을 찾는 데에 집중되어 있습니다.","B: 와, 당신이 그걸 해낸다면, 아마 노벨상도 받게 될 거예요.",Sarcasm,교수의 연구가 사실상 불가능한 일인데도 불구하고 그것을 가능한 일처럼 비꼬아 말한다.
556,"A: 어제저녁 뭐 먹었어?
B: 아, 친구가 만들어 준 김밥 먹었어.
A: 맛있었어?
B: 그냥 그랬어. 근데 먹고 나서 속이 좀 안 좋아서..
A: 어떤 김밥이었어? 그 김밥이 문제였나 봐.
B: 맛있는 걸로 알고 먹었는데, 음식이 상한 것 같았어.","A: 아, 상한 음식을 좋아하는 너의 특별한 취향을 이제야 알게 되다니!",Sarcasm,"B가 음식이 상했다는 걸 인지하지 못하고 먹었다는 사실에 대해, 그것이 사실 특별한 식품 취향인 것처럼 비꼬아 말한다."
557,"B: 최근에 미세먼지가 너무 심해져서 공기가 깨끗하지 않아요.
A: 네, 저도 그 문제로 인해 아주 불편하게 느껴집니다. 실내에서도 마스크를 쓰게 되더라고요.
B: 마스크를 쓰는 것도 중요하지만, 공기 청정기 사용도 생각해 보셨나요?
A: 그런데 제가 볼 때 공기 청정기는 별로 효과가 없는 것 같아요. ","B: 아하, 그럼 저희 모두 공기청정기를 사용하지 않으면 더 깨끗한 공기를 마실 수 있겠네요.",Sarcasm,"상대방이 공기 청정기의 효과에 대해 부정적인 의견을 내었을 때, 그것을 비꼬아 대답하는 것입니다."
558,"B: 최근에 건강을 위해 목욕탕에 가고 싶으신가요?
A: 그런데 요즘 코로나 때문에 목욕탕이 열려 있나요?
B: 현재 다중이용시설은 이용 제한이 있어서 목욕탕을 이용하는 것은 어렵습니다.
A: 아쉽네요, 제가 정말 목욕탕에서 뜨거운 물에 잠기는 것을 좋아하는데...","B: 그렇군요, 곤란한 상황에 빠지는 걸 좋아하시는군요.",Sarcasm,"마지막 B의 말에 대해, 뜨거운 물에 잠기는 것을 좋아한다는 표현을 활용해 비꼬아 말한다. 이때, 뜨거운 물이라는 것을 문제를 일으킬 수 있는 상황으로 치환해 해석한다."
559,"A: 애플민트를 들어보셨나요?
B: 네, 한번 먹어본 적이 있습니다. 상큼한 맛이 나는 그것 말씀이신가요?
A: 네, 맞습니다. 그런데 그것을 티로 끓여 마시면 몸에 좋다고 합니다.
B: 아, 그렇군요. 그런데 저는 애플민트의 맛이 좋지 않아서 별로 좋아하지 않습니다.",A: 그러면 우리가 함께 먹을 때마다 제게 모두 주시면 되겠군요.,Non-Sarcasm,이 대화는 두 사람이 애플민트에 대한 정보와 개인적인 취향을 진지하게 공유하고 있기 때문에 비꼬거나 풍자하지 않고 직접적인 의사소통이었다. 서로의 의견을 존중하며 자연스럽게 대화가 이어졌다.
560,"A: 이따가 무한 곱창에서 보자고?
B: 네, 그렇게 되어 있습니다.
A: 오늘 차 끌고 오지 않을 예정이야?
B: 아니요, 오늘은 대리를 부를 생각입니다.",A: 운전하는 거 그렇게 힘들어?,Sarcasm,"A는 B에게 차를 몰고 오지 않을 것이라고 했을 때, 대리를 부르는 것은 마치 운전이 어렵다는 것을 암시하는 듯한 말로 비꼬아 응답한다."
561,"A: 최근에 본 영화 중에 마음에 드는 작품이 있으신가요?
B: 사실 저는 새로 나온 SF 영화를 봤는데요, 거기서 이용한 외계 행성 배경이 별로였습니다.
A: 그렇군요, 왜 그 배경이 마음에 안 드셨는지 알 수 있을까요?
B: 그냥 너무 현실적이지 않고, 너무 기괴한 느낌이 들었습니다.","A: 아하, 외계 행성이 현실적이지 않다니, 그게 놀랍네요.",Sarcasm,"마지막 B의 말에 따르면, 외계 행성 배경이 현실적이지 않다고 했는데, 그것은 외계 행성의 특성상 당연한 것이다. 그래서 이를 비꼬아 말한다."
562,"B: 안녕하세요, 처음 뵙겠습니다. 제 이름은 김준호입니다.
A: 반갑습니다, 김준호 님. 저는 이혜진입니다.
B: 이혜진 님, 저희 같이 잘 협력해 봅시다.
A: 네, 그럼요. 저도 많이 배울 수 있을 것 같아요.","B: 그럼, 제가 선생님이 되어드릴까요?",Sarcasm,"이혜진이 많이 배울 수 있다는 긍정적인 말에 대해, 실제로는 그럴 가능성이 없다고 생각하는 상황을 비꼬아 말한다."
563,"A: 요즘은 코로나 때문에 외식을 잘 안 하시는 것 같아요.
B: 네, 그래서 포장이나 배달을 주로 이용하고 있습니다.
A: 포장으로 받은 음식도 원래 맛이 나나요?
B: 아니요, 그럴 수가 없죠. 음식이 식으면 맛이 변하고, 홀서빙의 무감각이 느껴지지 않습니다.","A: 아, 그러니까 우리 집에서 만든 음식보다 포장 음식이 더 맛있겠군요.",Sarcasm,음식을 직접 만드는 것보다 포장 음식을 더 선호하는 듯한 표현으로 상대방의 말을 비꼬아 말한다.
564,"A: 고양이를 키우는 경험은 어떠셨나요?
B: 많이 어려웠지만, 그래도 많이 배우게 된 경험이었습니다.
A: 어떤 부분이 가장 어려웠나요?
B: 아무래도 털 빠짐 현상 때문에 집안 청소가 힘들었습니다.",A: 고양이 털로 집안을 꾸미시는 거군요.,Sarcasm,"집안 청소가 힘들다는 상대방의 말을 듣고, 그것을 고양이 털로 인한 청소를 재미있는 활동처럼 비꼬아 말한다."
565,"B: 요즘 좋은 카페를 찾아보시나요?
A: 네, 디저트나 커피가 유명한 곳을 찾고 있습니다.
B: 그럼 제가 자주 가는 카페를 추천해 드릴게요. 커피 맛도 좋고 디저트도 일품이에요.
A: 그 카페 이름이 어떻게 되나요?
B: '카페 드림'이라고 하는데, 거기 커피는 정말 최고라고 할 수 있습니다.","A: 아, 정말요? 저는 '최고'라는 말이 얼마나 가치 있는지 알게 되었네요.",Non-Sarcasm,이 대화는 A와 B가 서로의 의견을 존중하며 정보를 교환하는 모습이 보여 진지하고 직접적인 의사소통이라고 할 수 있다. A가 B의 추천에 긍정적으로 반응하고 있기 때문에 비꼬는 의도가 전혀 느껴지지 않는다.
566,"B: 이번에 쇼핑몰에서 할인 행사를 하는데 관심 있으세요?
A: 저는 사고 싶은 게 없어서 그런 행사에는 크게 관심이 없습니다.
B: 아무래도 가격이 좋으면 뭐라도 사게 되는 것 아닌가요?
A: 아니요, 정말 필요한 것이 없으면 사지 않아요.","B: 아, 그래서 저번 주에도 한 번도 온라인 쇼핑을 안 하셨겠군요.",Sarcasm,"B가 아무것도 사고 싶지 않다고 하였지만, 실제로는 대부분의 사람들이 할인 행사에 끌려 사게 되는 경우가 많다. 그러므로 이를 비꼬아 반대로 말한다."
567,"B: 베놈 2를 보셨나요?
A: 네, 어제저녁에 가족들과 함께 봤습니다.
B: 어떠셨나요? 저는 그렇게 큰 기대를 하지 않았는데 생각보다 재미있더라고요.
A: 저는 좀 다르게 느꼈어요. 영화관에서 피자를 먹다가 반을 흘려버려서 집중을 잃었습니다.","B: 아, 영화관에서 피자를 흘리시다니, 그게 진짜 재미있는 경험이었겠네요.",Sarcasm,B가 영화를 보면서 피자를 흘리고 집중을 잃었다는 상황을 비꼬아서 말한다.
568,"A: 안녕하세요, 오늘 택배 도착 예정일이시죠?
B: 네, 맞습니다. 아직도 오지 않아서 기다리는 중입니다.
A: 아, 그럼 상당히 불편하시겠어요. 
B: 그래서 그런지 쇼핑몰에서 옷을 더 사게 되더라고요.","A: 아, 그러면 택배가 늦을수록 경제에 좋은 건가 보군요.",Sarcasm,상대방이 택배를 기다리는 동안 불필요하게 더 많은 옷을 산다는 것에 대해 비꼬아 표현한다.
569,"B: 대상포진이란 질병에 대해 들어보셨나요?
A: 네, 이전에 아는 분이 그 질병으로 많이 힘들어하셨습니다. 후유증도 남는다고 들었습니다.
B: 그렇습니다. 이 질병은 치료가 늦으면 심각한 후유증을 남길 수 있어요. 대상포진 백신을 맞는 것을 추천드립니다.
A: 아, 저는 아직은 그런 문제 없이 건강하니까 백신은 필요 없을 것 같아요.","B: 아, 그렇군요. 정말 운이 좋으시네요. 계속 건강하시길 바랍니다.",Sarcasm,"A는 B에게 대상포진 백신을 맞는 것을 추천했지만, B는 건강하다며 백신이 필요 없다고 생각한다. 그러나, 건강한 상태에서도 예방 차원에서 백신을 맞는 것이 좋기 때문에, 이를 긍정적인 상황처럼 비꼬아 표현한다."
570,"B: 이사를 어디로 가셨나요?
A: 공동주택으로 이사를 왔습니다.
B: 아, 그렇군요. 동물을 키우고 계시나요?",A: 공동주택에서는 반려동물을 키울 수 없다고 해서 키우지 못하고 있습니다.,Non-Sarcasm,이 대화는 상대방이 A에게 이사와 반려동물에 대해 진지하게 질문하고 A가 구체적인 사실에 대해 답하고 있어 비꼬거나 풍자하지 않고 직접적인 의사소통을 하고 있다.
571,"A: 생일 축하해! 미역국 잘 끓였지?
B: 아, 어제 친구들이 미역국을 먹으며 생일을 축하해 줬어.
A: 그럼, 잘 먹었어? 
B: 맛은 괜찮았는데, 미역이 너무 짧아서 힘들었어.",A: 그래도 입안에서 잘 섞이면서 먹기 좋았겠다.,Sarcasm,"미역이 짧아서 먹기 힘들다는 상황을 실제로는 부정적인 상황인데, 이 상황을 긍정적으로 비꼬아 말한다."
